Name,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,PB,WP,SB,CS,CS%,lgCS%,PO,Pos Summary,Name-additional
David Peterson,27,27,21,1,111.0,25,9,15,1,0,.960,,,4,7,0,1.95,0.89,,6,4,5,56%,19%,6,P,peterda01
Tommy Pham,35,55,51,44,440.2,89,83,3,3,0,.966,-3,-7,-2,-5,1,1.76,1.10,,,,,,,,LF-CF-DH,phamth01
Jose Quintana,34,13,13,0,75.2,6,1,5,0,1,1.000,,,0,0,0,0.71,0.46,,2,5,1,17%,19%,0,P,quintjo01
Brooks Raley,35,66,0,0,54.2,6,4,2,0,0,1.000,,,-1,-4,0,0.99,0.09,,0,5,0,0%,19%,0,P,raleybr01
Sean Reid-Foley,27,8,0,0,7.2,0,0,0,0,0,,,,-1,-26,,0.00,0.00,,0,5,0,0%,19%,0,P,reidfse01
Denyi Reyes,26,9,3,0,19.2,3,3,0,0,0,1.000,,,-2,-20,0,1.37,0.33,,0,4,0,0%,19%,0,P,reyesde02
David Robertson,38,40,0,0,44.0,12,5,7,0,0,1.000,,,0,0,0,2.45,0.30,,4,5,0,0%,19%,0,P,roberda08
Gary Sánchez,30,3,2,2,18.0,17,17,0,0,0,1.000,-1,-67,0,0,0,8.50,5.67,1,2,0,0,,,0,C,sanchga02
Dennis Santana,27,9,0,0,10.2,3,3,0,0,0,1.000,,,0,0,0,2.53,0.33,,1,0,0,,,0,P,santade01
Max Scherzer,38,19,19,0,107.2,16,9,6,1,1,.938,,,0,0,0,1.25,0.79,,1,7,1,13%,19%,0,P,scherma01
Kodai Senga,30,29,29,0,166.1,23,14,8,1,1,.957,,,1,1,0,1.19,0.76,,14,11,3,21%,19%,0,P,sengako01
Drew Smith,29,63,0,0,56.1,7,5,2,0,0,1.000,,,1,4,0,1.12,0.11,,2,5,3,38%,19%,1,P,smithdr01
DJ Stewart,29,48,42,30,362.0,81,79,1,1,0,.988,-8,-27,-4,-13,-1,1.99,1.45,,,,,,,,RF-LF-DH,stewadj01
Edwin Uceta,25,1,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,,0,0,1,100%,19%,0,P,ucetaed01
Justin Verlander,40,16,16,0,94.1,18,13,5,0,1,1.000,,,-2,-4,0,1.72,1.13,,3,8,2,20%,19%,0,P,verlaju01
Mark Vientos,23,28,26,15,217.0,99,58,37,4,11,.960,-4,-20,-3,-17,-1,3.94,1.42,,,,,,,,3B-1B-DH,vientma01
Daniel Vogelbach,30,86,78,,,,,,,,,,,,,,,,,,,,,,,DH,vogelda01
Josh Walker,28,14,0,0,10.0,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,,1,1,0,0%,19%,0,P,walkejo03
Jimmy Yacabonis,31,7,0,0,13.2,2,2,0,0,0,1.000,,,0,0,0,1.32,0.29,,0,1,0,0%,19%,0,P,yacabji01
Infield Shifts,,,,,,,,,,,,,,6,,,,,,,,,,,,,-9999
Non-Shift Infield Positioning,,,,,,,,,,,,,,-4,,,,,,,,,,,,,-9999
Outfield Positioning,,,,,,,,,,,,,,-5,,,,,,,,,,,,,-9999
Team Totals,29.8,162,1458,1119,12747.0,5731,4249,1394,88,142,.985,-38,-4,-25,,,3.98,2.64,12,118,156,24,13%,19%,20,,-9999
Rank in 15 NL teams,,,,,,,,,8,,8,,,,,,,,,,,,,,,,-9999
