Inning,Batter_Avg,strike_percentage,At_Bat_Outcome
4,0.270,0.670,hit
4,0.260,0.670,hit
4,0.197,0.610,hit
4,0.272,0.610,strikeout
4,0.252,0.610,strikeout
5,0.266,0.670,hit
5,0.268,0.670,hit
5,0.000,0.670,hit
5,0.274,0.610,strikeout
5,0.280,0.610,hit
6,0.299,0.670,strikeout
6,0.275,0.670,hit
6,0.197,0.610,hit
6,0.272,0.610,hit
6,0.252,0.610,strikeout
7,0.270,0.670,hit
7,0.260,0.670,hit
7,0.266,0.670,hit
7,0.268,0.670,strikeout
7,0.000,0.670,hit
8,0.299,0.670,hit
8,0.275,0.670,hit
8,0.270,0.650,hit
8,0.197,0.650,strikeout
8,0.272,0.650,hit
9,0.252,0.610,hit
1,0.275,0.670,hit
1,0.270,0.670,walk
1,0.266,0.670,strikeout
1,0.197,0.630,walk
1,0.272,0.630,strikeout
1,0.252,0.630,hit
2,0.299,0.670,hit
2,0.275,0.670,hit
2,0.270,0.670,hit
2,0.280,0.630,strikeout
2,0.261,0.630,hit
2,0.280,0.630,strikeout
3,0.266,0.670,hit
3,0.197,0.630,strikeout
3,0.272,0.630,hit
3,0.252,0.630,hit
3,0.280,0.630,hit
4,0.299,0.670,strikeout
4,0.275,0.670,hit
4,0.261,0.630,hit
4,0.280,0.630,hit
4,0.197,0.630,hit
4,0.272,0.630,hit
5,0.270,0.650,hit
6,0.266,0.650,hit
6,0.299,0.650,hit
6,0.261,0.600,strikeout
6,0.280,0.600,strikeout
6,0.197,0.600,strikeout
7,0.275,0.650,strikeout
7,0.270,0.650,strikeout
9,0.275,0.620,strikeout
9,0.270,0.620,hit
5,0.255,0.690,hit
6,0.250,0.660,hit
6,0.253,0.660,strikeout
6,0.185,0.660,hit
6,0.225,0.690,hit
6,0.247,0.690,strikeout
6,0.244,0.690,hit
6,0.280,0.640,hit
6,0.283,0.640,hit
6,0.281,0.640,strikeout
7,0.212,0.680,hit
7,0.294,0.680,walk
7,0.256,0.680,hit
8,0.185,0.640,hit
8,0.212,0.640,strikeout
8,0.294,0.640,strikeout
8,0.247,0.550,hit
8,0.244,0.550,strikeout
9,0.191,0.640,hit
9,0.250,0.640,hit
9,0.250,0.640,strikeout
9,0.280,0.680,hit
9,0.283,0.680,hit
9,0.281,0.680,strikeout
1,0.275,0.630,hit
1,0.270,0.630,hit
1,0.268,0.630,hit
1,0.280,0.610,hit
1,0.283,0.610,hit
1,0.281,0.610,strikeout
2,0.273,0.630,hit
2,0.299,0.630,hit
2,0.274,0.610,hit
2,0.255,0.610,strikeout
2,0.247,0.610,strikeout
3,0.275,0.630,hit
3,0.244,0.610,strikeout
4,0.270,0.630,hit
4,0.268,0.630,hit
4,0.280,0.610,walk
4,0.283,0.610,hit
4,0.281,0.610,walk
4,0.274,0.610,hit
5,0.273,0.630,strikeout
5,0.299,0.630,hit
5,0.275,0.630,strikeout
5,0.255,0.610,hit
5,0.247,0.610,hit
5,0.244,0.610,hit
6,0.270,0.630,hit
6,0.280,0.650,hit
6,0.283,0.650,hit
6,0.281,0.650,hit
6,0.274,0.650,hit
7,0.273,0.660,strikeout
7,0.299,0.660,strikeout
9,0.268,0.680,hit
9,0.283,0.610,strikeout
9,0.281,0.610,hit
9,0.274,0.610,hit
4,0.275,0.680,hit
4,0.270,0.680,strikeout
4,0.260,0.680,hit
5,0.268,0.680,strikeout
6,0.275,0.680,hit
7,0.270,0.680,walk
7,0.260,0.680,hit
8,0.264,0.670,strikeout
8,0.280,0.670,hit
1,0.280,0.670,hit
1,0.244,0.670,hit
1,0.281,0.670,strikeout
2,0.283,0.670,hit
2,0.225,0.670,hit
2,0.289,0.670,hit
2,0.247,0.670,hit
2,0.264,0.670,hit
3,0.280,0.670,hit
3,0.244,0.670,hit
3,0.281,0.670,hit
3,0.283,0.670,strikeout
4,0.225,0.670,hit
4,0.289,0.670,strikeout
4,0.247,0.670,strikeout
5,0.264,0.670,strikeout
5,0.280,0.670,strikeout
6,0.244,0.670,hit
6,0.281,0.670,hit
6,0.283,0.670,hit
6,0.225,0.670,hit
7,0.289,0.670,strikeout
7,0.247,0.670,hit
7,0.264,0.670,hit
8,0.274,0.640,strikeout
8,0.293,0.640,hit
8,0.272,0.640,hit
8,0.280,0.670,strikeout
8,0.244,0.670,hit
9,0.197,0.700,hit
9,0.252,0.700,hit
9,0.281,0.670,strikeout
9,0.283,0.670,hit
1,0.244,0.610,hit
1,0.268,0.610,strikeout
2,0.243,0.610,hit
2,0.236,0.610,hit
3,0.256,0.610,strikeout
3,0.256,0.610,hit
3,0.225,0.650,hit
3,0.244,0.650,walk
3,0.264,0.650,hit
3,0.280,0.650,hit
3,0.283,0.650,hit
4,0.244,0.610,hit
4,0.268,0.610,hit
4,0.281,0.650,hit
4,0.274,0.650,hit
4,0.247,0.650,hit
4,0.255,0.650,hit
5,0.243,0.610,hit
5,0.236,0.610,hit
5,0.256,0.610,hit
5,0.225,0.650,hit
5,0.244,0.650,hit
5,0.264,0.650,hit
6,0.256,0.610,walk
6,0.244,0.610,hit
6,0.268,0.660,walk
6,0.243,0.660,hit
6,0.236,0.660,hit
6,0.280,0.620,strikeout
6,0.283,0.620,hit
6,0.281,0.620,hit
6,0.274,0.620,strikeout
7,0.247,0.600,strikeout
7,0.255,0.600,hit
7,0.225,0.600,strikeout
8,0.244,0.630,strikeout
8,0.264,0.630,strikeout
8,0.280,0.630,walk
8,0.283,0.630,hit
8,0.281,0.630,hit
9,0.243,0.680,hit
9,0.236,0.680,strikeout
9,0.256,0.680,hit
9,0.256,0.680,hit
9,0.244,0.680,hit
1,0.268,0.680,hit
1,0.270,0.680,strikeout
1,0.197,0.570,hit
1,0.272,0.570,hit
2,0.260,0.680,hit
2,0.266,0.680,strikeout
2,0.000,0.680,hit
2,0.252,0.570,hit
2,0.274,0.570,hit
2,0.280,0.570,hit
3,0.299,0.680,walk
3,0.268,0.680,hit
3,0.270,0.680,hit
3,0.261,0.570,hit
3,0.280,0.570,hit
3,0.197,0.570,hit
4,0.260,0.680,hit
4,0.266,0.680,hit
4,0.272,0.570,hit
4,0.252,0.570,hit
4,0.274,0.570,hit
4,0.280,0.570,hit
4,0.261,0.570,walk
4,0.280,0.570,strikeout
5,0.000,0.680,hit
5,0.299,0.680,hit
5,0.272,0.670,hit
5,0.252,0.670,hit
5,0.274,0.670,hit
6,0.280,0.630,walk
6,0.261,0.630,hit
6,0.280,0.630,hit
6,0.197,0.630,hit
6,0.272,0.630,hit
6,0.252,0.630,walk
6,0.274,0.630,hit
6,0.280,0.600,hit
7,0.261,0.600,strikeout
7,0.280,0.600,hit
1,0.244,0.660,hit
1,0.225,0.660,hit
1,0.283,0.660,hit
1,0.281,0.660,strikeout
1,0.274,0.660,hit
1,0.197,0.610,walk
1,0.272,0.610,strikeout
1,0.252,0.610,hit
2,0.264,0.660,hit
2,0.247,0.660,hit
2,0.274,0.610,hit
2,0.280,0.610,hit
2,0.280,0.610,hit
3,0.293,0.660,hit
3,0.244,0.660,hit
3,0.225,0.660,hit
3,0.283,0.660,strikeout
3,0.281,0.660,hit
3,0.274,0.660,strikeout
3,0.197,0.610,walk
3,0.272,0.610,hit
3,0.252,0.610,hit
4,0.264,0.660,strikeout
4,0.247,0.660,hit
4,0.274,0.610,hit
4,0.280,0.610,hit
4,0.280,0.610,strikeout
5,0.293,0.660,hit
5,0.244,0.660,strikeout
5,0.225,0.660,hit
5,0.197,0.610,hit
5,0.272,0.610,hit
6,0.283,0.660,hit
6,0.281,0.660,strikeout
6,0.274,0.660,walk
6,0.252,0.610,strikeout
6,0.274,0.610,hit
6,0.280,0.610,hit
6,0.280,0.700,hit
7,0.264,0.660,hit
7,0.247,0.660,hit
7,0.197,0.700,hit
9,0.261,0.660,strikeout
9,0.197,0.660,hit
1,0.268,0.670,hit
1,0.266,0.670,hit
1,0.197,0.670,hit
1,0.272,0.670,hit
2,0.284,0.670,walk
2,0.251,0.670,hit
2,0.241,0.670,hit
2,0.280,0.670,hit
2,0.204,0.670,hit
2,0.261,0.670,strikeout
3,0.268,0.670,hit
3,0.266,0.670,hit
3,0.280,0.670,hit
3,0.197,0.670,hit
3,0.272,0.670,hit
4,0.284,0.670,hit
4,0.251,0.670,strikeout
4,0.241,0.670,hit
4,0.280,0.670,hit
5,0.268,0.650,strikeout
5,0.204,0.670,hit
5,0.261,0.670,hit
5,0.280,0.670,hit
5,0.197,0.670,hit
5,0.272,0.670,hit
6,0.266,0.650,hit
6,0.284,0.650,walk
6,0.251,0.650,strikeout
6,0.280,0.670,hit
6,0.204,0.630,hit
6,0.261,0.630,walk
6,0.280,0.630,hit
7,0.197,0.630,hit
8,0.268,0.620,strikeout
8,0.266,0.620,hit
8,0.236,0.620,hit
1,0.244,0.630,hit
1,0.225,0.630,hit
1,0.283,0.630,hit
1,0.281,0.630,walk
1,0.274,0.630,strikeout
2,0.289,0.630,hit
2,0.247,0.630,strikeout
3,0.293,0.630,hit
3,0.244,0.630,strikeout
3,0.225,0.630,strikeout
4,0.283,0.630,hit
4,0.281,0.630,hit
4,0.274,0.630,walk
4,0.289,0.630,hit
4,0.247,0.630,hit
5,0.293,0.630,hit
5,0.244,0.630,strikeout
6,0.225,0.630,hit
6,0.283,0.630,hit
6,0.281,0.630,hit
7,0.274,0.630,hit
7,0.289,0.630,strikeout
7,0.247,0.630,hit
7,0.293,0.650,hit
7,0.244,0.650,strikeout
8,0.197,0.640,strikeout
8,0.272,0.640,strikeout
1,0.244,0.670,hit
1,0.289,0.670,strikeout
1,0.281,0.670,hit
2,0.225,0.670,hit
2,0.274,0.670,hit
2,0.293,0.670,hit
2,0.264,0.670,strikeout
3,0.238,0.670,strikeout
3,0.244,0.670,strikeout
3,0.289,0.670,hit
3,0.281,0.670,hit
4,0.225,0.670,strikeout
4,0.274,0.670,hit
4,0.293,0.670,hit
4,0.264,0.670,hit
4,0.238,0.670,strikeout
4,0.244,0.670,hit
4,0.289,0.670,hit
6,0.238,0.630,hit
6,0.244,0.630,hit
6,0.289,0.630,walk
6,0.281,0.630,hit
7,0.225,0.620,hit
7,0.274,0.620,strikeout
7,0.293,0.620,hit
7,0.277,0.680,hit
7,0.280,0.680,hit
7,0.197,0.660,walk
8,0.264,0.640,hit
8,0.238,0.640,strikeout
8,0.244,0.640,hit
8,0.293,0.660,hit
8,0.252,0.660,hit
8,0.274,0.660,hit
9,0.289,0.690,hit
9,0.281,0.690,hit
9,0.225,0.690,hit
9,0.277,0.680,hit
9,0.280,0.680,strikeout
1,0.258,0.660,hit
1,0.264,0.660,hit
1,0.306,0.660,hit
1,0.250,0.660,hit
1,0.197,0.660,strikeout
1,0.293,0.660,strikeout
2,0.240,0.660,hit
2,0.258,0.660,hit
2,0.252,0.660,strikeout
2,0.274,0.660,hit
2,0.280,0.660,strikeout
3,0.248,0.660,hit
3,0.272,0.660,hit
3,0.258,0.660,hit
3,0.261,0.660,hit
3,0.197,0.660,hit
4,0.264,0.660,strikeout
4,0.306,0.660,hit
4,0.250,0.660,hit
4,0.240,0.660,strikeout
4,0.293,0.660,hit
4,0.252,0.660,hit
4,0.274,0.660,hit
4,0.280,0.660,hit
5,0.261,0.660,hit
5,0.197,0.660,strikeout
5,0.293,0.660,hit
6,0.252,0.660,hit
6,0.274,0.660,hit
6,0.280,0.660,hit
7,0.240,0.650,walk
7,0.258,0.650,strikeout
7,0.228,0.650,hit
7,0.235,0.650,strikeout
7,0.261,0.630,hit
7,0.197,0.630,hit
7,0.293,0.630,strikeout
8,0.272,0.620,hit
8,0.258,0.620,hit
8,0.264,0.620,hit
8,0.306,0.620,hit
8,0.250,0.620,walk
8,0.240,0.620,walk
8,0.258,0.650,walk
8,0.235,0.650,strikeout
8,0.252,0.640,hit
8,0.274,0.640,hit
8,0.280,0.640,strikeout
8,0.261,0.640,hit
8,0.197,0.660,hit
9,0.272,0.640,walk
9,0.258,0.640,hit
9,0.264,0.640,hit
9,0.293,0.660,hit
9,0.252,0.660,hit
9,0.274,0.660,hit
10,0.280,0.660,hit
10,0.261,0.660,hit
1,0.250,0.630,hit
1,0.250,0.630,strikeout
1,0.280,0.640,hit
1,0.283,0.640,strikeout
1,0.281,0.640,hit
1,0.274,0.640,strikeout
2,0.253,0.630,hit
2,0.185,0.630,strikeout
2,0.256,0.630,walk
2,0.212,0.630,hit
2,0.294,0.630,walk
2,0.191,0.630,hit
2,0.247,0.640,strikeout
2,0.264,0.640,hit
2,0.244,0.640,strikeout
3,0.250,0.630,walk
3,0.250,0.630,walk
3,0.253,0.630,hit
3,0.280,0.640,hit
3,0.283,0.640,strikeout
4,0.185,0.630,strikeout
4,0.256,0.630,hit
4,0.212,0.630,hit
4,0.294,0.630,hit
4,0.191,0.630,walk
4,0.250,0.630,hit
4,0.281,0.640,hit
4,0.274,0.640,strikeout
4,0.247,0.640,hit
4,0.264,0.640,strikeout
5,0.250,0.630,hit
5,0.253,0.630,hit
5,0.185,0.630,hit
5,0.256,0.630,hit
5,0.244,0.640,walk
5,0.280,0.640,walk
5,0.283,0.640,hit
5,0.281,0.640,strikeout
6,0.250,0.660,hit
7,0.250,0.660,hit
7,0.253,0.660,strikeout
7,0.185,0.660,strikeout
7,0.256,0.660,hit
7,0.212,0.660,hit
9,0.280,0.680,hit
9,0.283,0.680,hit
9,0.281,0.680,hit
1,0.268,0.670,hit
1,0.275,0.670,hit
1,0.200,0.670,hit
2,0.245,0.670,hit
3,0.252,0.680,hit
3,0.268,0.680,hit
3,0.275,0.680,hit
3,0.293,0.600,strikeout
3,0.252,0.600,hit
3,0.274,0.600,strikeout
4,0.200,0.680,walk
4,0.245,0.680,hit
4,0.252,0.680,hit
4,0.268,0.680,hit
4,0.275,0.680,hit
4,0.280,0.600,walk
4,0.277,0.670,hit
5,0.200,0.680,hit
5,0.245,0.680,hit
5,0.261,0.670,hit
5,0.197,0.670,hit
5,0.293,0.670,walk
5,0.252,0.670,hit
5,0.274,0.670,hit
5,0.280,0.670,hit
6,0.252,0.650,hit
6,0.268,0.650,hit
6,0.275,0.650,hit
6,0.277,0.670,hit
6,0.261,0.670,hit
6,0.197,0.670,strikeout
6,0.293,0.670,hit
7,0.200,0.650,strikeout
7,0.245,0.650,hit
7,0.252,0.650,hit
7,0.274,0.650,hit
7,0.280,0.650,hit
7,0.277,0.650,strikeout
8,0.252,0.620,hit
8,0.268,0.620,hit
8,0.261,0.570,hit
8,0.197,0.570,hit
8,0.293,0.570,hit
9,0.275,0.640,strikeout
1,0.197,0.610,hit
1,0.274,0.610,hit
2,0.252,0.610,hit
2,0.280,0.610,strikeout
3,0.261,0.610,hit
3,0.251,0.610,hit
3,0.197,0.610,hit
4,0.274,0.610,hit
4,0.252,0.610,hit
4,0.280,0.610,hit
5,0.261,0.610,hit
5,0.251,0.610,hit
5,0.197,0.610,hit
6,0.274,0.610,hit
6,0.252,0.610,hit
7,0.280,0.610,hit
7,0.261,0.610,hit
7,0.251,0.610,hit
7,0.197,0.610,hit
8,0.266,0.650,hit
8,0.275,0.650,strikeout
8,0.274,0.670,strikeout
8,0.252,0.670,hit
8,0.280,0.670,strikeout
8,0.261,0.670,hit
9,0.273,0.650,hit
1,0.256,0.670,hit
1,0.185,0.670,hit
1,0.212,0.670,hit
1,0.191,0.670,hit
1,0.197,0.640,hit
1,0.274,0.640,strikeout
2,0.257,0.670,hit
2,0.195,0.670,hit
2,0.293,0.640,hit
2,0.252,0.640,strikeout
3,0.236,0.670,hit
3,0.256,0.670,hit
3,0.185,0.670,strikeout
3,0.261,0.640,hit
3,0.277,0.640,hit
3,0.251,0.640,hit
3,0.197,0.640,hit
3,0.274,0.640,hit
4,0.212,0.670,hit
4,0.191,0.670,strikeout
4,0.293,0.640,strikeout
4,0.252,0.640,strikeout
4,0.261,0.640,hit
5,0.257,0.670,hit
5,0.195,0.670,hit
5,0.236,0.670,hit
5,0.256,0.670,hit
5,0.185,0.670,hit
5,0.277,0.640,strikeout
5,0.251,0.640,hit
5,0.197,0.640,strikeout
6,0.212,0.670,hit
6,0.191,0.670,hit
6,0.274,0.640,hit
6,0.293,0.640,strikeout
6,0.252,0.640,hit
8,0.256,0.650,hit
8,0.185,0.650,strikeout
8,0.294,0.650,hit
9,0.191,0.630,hit
9,0.195,0.630,hit
9,0.236,0.630,hit
1,0.197,0.640,hit
1,0.272,0.640,hit
1,0.274,0.640,hit
1,0.293,0.640,strikeout
2,0.252,0.640,strikeout
2,0.280,0.640,walk
2,0.261,0.640,hit
2,0.251,0.640,strikeout
3,0.197,0.640,strikeout
3,0.272,0.640,strikeout
3,0.274,0.640,hit
4,0.293,0.640,hit
4,0.252,0.640,hit
4,0.280,0.640,hit
4,0.261,0.640,walk
4,0.251,0.640,hit
5,0.197,0.640,strikeout
5,0.272,0.640,hit
5,0.274,0.640,hit
6,0.251,0.650,hit
7,0.250,0.650,strikeout
7,0.271,0.650,hit
7,0.263,0.650,hit
1,0.244,0.630,hit
1,0.236,0.630,hit
1,0.256,0.630,hit
1,0.197,0.650,hit
1,0.274,0.650,hit
2,0.228,0.630,strikeout
2,0.252,0.650,hit
2,0.272,0.650,strikeout
3,0.244,0.630,hit
3,0.236,0.630,hit
3,0.256,0.630,hit
3,0.261,0.650,strikeout
3,0.251,0.650,strikeout
4,0.228,0.630,hit
4,0.197,0.650,strikeout
4,0.274,0.650,walk
4,0.252,0.650,hit
4,0.272,0.650,hit
5,0.228,0.630,hit
5,0.261,0.650,hit
6,0.244,0.630,hit
6,0.236,0.630,hit
6,0.256,0.630,walk
6,0.228,0.630,strikeout
6,0.251,0.650,hit
6,0.197,0.650,strikeout
6,0.274,0.650,hit
6,0.252,0.650,hit
6,0.272,0.630,hit
8,0.228,0.650,strikeout
9,0.280,0.600,hit
9,0.261,0.600,strikeout
1,0.274,0.620,strikeout
1,0.248,0.620,strikeout
1,0.254,0.620,hit
1,0.217,0.620,hit
1,0.197,0.590,hit
1,0.274,0.590,hit
1,0.252,0.590,hit
1,0.272,0.590,hit
1,0.280,0.590,strikeout
1,0.261,0.590,hit
2,0.233,0.620,walk
2,0.270,0.620,hit
2,0.287,0.620,hit
2,0.212,0.620,hit
2,0.274,0.620,hit
2,0.197,0.590,hit
2,0.274,0.590,hit
2,0.252,0.590,hit
3,0.248,0.620,hit
3,0.254,0.620,hit
3,0.217,0.620,hit
3,0.233,0.620,hit
3,0.270,0.620,hit
3,0.287,0.620,hit
3,0.272,0.590,hit
3,0.280,0.590,hit
3,0.261,0.590,hit
4,0.212,0.620,strikeout
4,0.274,0.620,walk
4,0.248,0.620,hit
4,0.254,0.620,hit
4,0.217,0.620,hit
4,0.197,0.590,walk
4,0.274,0.590,hit
4,0.252,0.590,strikeout
4,0.272,0.590,strikeout
5,0.233,0.620,hit
5,0.270,0.620,hit
6,0.274,0.650,hit
6,0.248,0.650,strikeout
6,0.254,0.650,strikeout
7,0.217,0.630,hit
7,0.233,0.630,hit
7,0.270,0.630,hit
7,0.287,0.630,hit
7,0.212,0.630,hit
9,0.270,0.640,hit
9,0.287,0.640,hit
9,0.212,0.640,strikeout
1,0.256,0.670,hit
1,0.236,0.670,strikeout
1,0.256,0.670,hit
3,0.256,0.670,hit
4,0.236,0.670,hit
4,0.256,0.670,strikeout
6,0.256,0.670,strikeout
6,0.236,0.670,hit
7,0.256,0.670,hit
8,0.256,0.670,strikeout
9,0.236,0.670,hit
9,0.256,0.670,strikeout
1,0.274,0.670,hit
1,0.248,0.670,hit
1,0.254,0.670,hit
1,0.217,0.670,walk
1,0.270,0.670,hit
2,0.287,0.670,hit
2,0.212,0.670,hit
2,0.222,0.670,hit
3,0.274,0.670,strikeout
3,0.248,0.670,hit
3,0.254,0.670,hit
4,0.217,0.670,hit
4,0.270,0.670,hit
5,0.287,0.670,hit
5,0.212,0.670,hit
5,0.222,0.670,strikeout
5,0.274,0.670,hit
5,0.248,0.670,strikeout
6,0.254,0.670,hit
6,0.217,0.670,hit
7,0.270,0.650,strikeout
7,0.287,0.650,hit
7,0.212,0.650,strikeout
8,0.222,0.640,hit
8,0.274,0.640,walk
8,0.248,0.640,strikeout
8,0.254,0.640,hit
9,0.217,0.640,hit
9,0.270,0.640,hit
9,0.287,0.640,walk
9,0.212,0.640,hit
1,0.212,0.620,hit
1,0.236,0.620,walk
1,0.256,0.620,walk
1,0.195,0.620,hit
1,0.204,0.620,hit
1,0.197,0.590,strikeout
1,0.274,0.590,hit
1,0.272,0.590,strikeout
2,0.000,0.620,hit
2,0.212,0.620,hit
2,0.236,0.620,strikeout
2,0.280,0.590,hit
2,0.204,0.590,hit
2,0.261,0.590,walk
2,0.197,0.590,hit
3,0.256,0.620,hit
3,0.195,0.620,hit
3,0.204,0.620,hit
3,0.274,0.590,hit
4,0.272,0.590,hit
4,0.280,0.590,strikeout
5,0.000,0.620,hit
5,0.212,0.620,hit
5,0.236,0.620,hit
5,0.204,0.590,hit
5,0.261,0.590,hit
5,0.197,0.590,walk
6,0.256,0.620,hit
6,0.195,0.620,hit
6,0.204,0.620,hit
6,0.274,0.590,strikeout
7,0.000,0.650,strikeout
7,0.212,0.650,hit
7,0.236,0.650,hit
7,0.272,0.640,strikeout
7,0.280,0.640,hit
7,0.204,0.640,hit
8,0.261,0.650,hit
8,0.277,0.650,hit
8,0.274,0.650,strikeout
8,0.252,0.680,strikeout
9,0.000,0.630,strikeout
9,0.272,0.680,hit
9,0.280,0.680,hit
9,0.251,0.680,strikeout
9,0.261,0.680,strikeout
9,0.277,0.680,hit
1,0.311,0.680,hit
1,0.284,0.680,strikeout
1,0.337,0.620,strikeout
1,0.244,0.620,hit
1,0.281,0.620,strikeout
2,0.262,0.680,hit
2,0.223,0.680,strikeout
2,0.283,0.620,hit
2,0.289,0.620,hit
2,0.255,0.620,hit
3,0.263,0.680,hit
3,0.273,0.680,hit
3,0.227,0.680,strikeout
3,0.293,0.620,hit
3,0.238,0.620,strikeout
3,0.337,0.620,hit
4,0.311,0.680,hit
4,0.284,0.680,hit
4,0.262,0.680,hit
4,0.244,0.620,walk
4,0.281,0.620,hit
4,0.283,0.620,hit
4,0.289,0.620,hit
4,0.255,0.620,strikeout
5,0.223,0.680,strikeout
5,0.263,0.680,hit
5,0.273,0.680,walk
5,0.227,0.680,walk
5,0.311,0.680,strikeout
5,0.293,0.620,strikeout
5,0.238,0.620,strikeout
5,0.337,0.620,strikeout
6,0.284,0.680,hit
6,0.262,0.680,hit
6,0.244,0.620,hit
6,0.281,0.620,hit
6,0.283,0.620,strikeout
7,0.223,0.600,hit
7,0.263,0.600,strikeout
7,0.273,0.600,hit
7,0.289,0.620,hit
7,0.255,0.620,hit
7,0.293,0.620,hit
8,0.227,0.660,hit
8,0.311,0.660,strikeout
8,0.238,0.620,walk
8,0.337,0.620,walk
8,0.244,0.620,hit
8,0.281,0.620,hit
9,0.284,0.660,strikeout
9,0.262,0.680,hit
9,0.223,0.680,hit
9,0.263,0.680,hit
9,0.283,0.670,hit
9,0.289,0.670,hit
9,0.255,0.670,hit
10,0.273,0.700,hit
10,0.227,0.700,hit
10,0.311,0.700,strikeout
10,0.284,0.700,hit
10,0.262,0.700,strikeout
10,0.293,0.650,hit
10,0.238,0.650,hit
10,0.337,0.650,strikeout
10,0.244,0.650,hit
11,0.281,0.630,walk
11,0.283,0.630,hit
11,0.289,0.630,hit
11,0.225,0.630,hit
1,0.233,0.670,strikeout
1,0.284,0.670,hit
1,0.235,0.670,hit
1,0.197,0.650,hit
1,0.272,0.650,hit
2,0.194,0.670,hit
2,0.252,0.650,hit
2,0.274,0.650,strikeout
3,0.280,0.650,hit
3,0.197,0.650,hit
3,0.272,0.650,hit
3,0.252,0.650,strikeout
4,0.233,0.670,strikeout
4,0.284,0.670,hit
4,0.235,0.670,hit
4,0.274,0.650,hit
4,0.280,0.650,hit
4,0.197,0.650,strikeout
5,0.194,0.670,hit
5,0.272,0.650,strikeout
5,0.252,0.650,hit
5,0.274,0.650,strikeout
6,0.233,0.670,hit
6,0.284,0.670,hit
6,0.235,0.670,strikeout
6,0.194,0.670,hit
6,0.272,0.690,hit
7,0.271,0.680,hit
7,0.252,0.690,hit
7,0.274,0.690,hit
1,0.220,0.660,strikeout
1,0.188,0.660,strikeout
1,0.272,0.660,hit
2,0.258,0.660,strikeout
2,0.230,0.660,hit
2,0.246,0.660,strikeout
3,0.220,0.660,hit
3,0.188,0.660,hit
4,0.272,0.660,hit
4,0.258,0.660,strikeout
5,0.230,0.660,strikeout
5,0.246,0.660,hit
6,0.220,0.660,hit
6,0.188,0.660,hit
9,0.272,0.680,hit
9,0.258,0.680,hit
9,0.230,0.680,hit
9,0.246,0.680,hit
1,0.250,0.690,strikeout
1,0.256,0.690,hit
1,0.250,0.690,hit
1,0.253,0.690,hit
1,0.185,0.690,hit
1,0.294,0.690,hit
1,0.197,0.640,walk
1,0.293,0.640,walk
1,0.272,0.640,hit
1,0.252,0.640,hit
2,0.236,0.690,hit
2,0.191,0.690,hit
2,0.250,0.690,hit
2,0.256,0.690,hit
2,0.274,0.640,strikeout
2,0.261,0.640,hit
3,0.250,0.690,strikeout
3,0.253,0.690,hit
3,0.197,0.640,walk
3,0.293,0.640,walk
3,0.272,0.640,strikeout
3,0.252,0.640,hit
4,0.185,0.690,hit
4,0.294,0.690,hit
4,0.236,0.690,strikeout
4,0.274,0.640,hit
4,0.261,0.640,hit
4,0.197,0.640,walk
4,0.293,0.640,hit
4,0.272,0.650,strikeout
5,0.191,0.690,hit
5,0.250,0.690,hit
5,0.256,0.690,hit
5,0.252,0.650,hit
5,0.274,0.650,hit
5,0.261,0.650,hit
6,0.250,0.690,hit
6,0.253,0.690,strikeout
7,0.250,0.620,hit
7,0.256,0.620,strikeout
7,0.250,0.620,hit
8,0.197,0.640,strikeout
8,0.293,0.640,hit
8,0.272,0.640,hit
8,0.252,0.640,hit
9,0.274,0.680,hit
9,0.280,0.680,hit
9,0.261,0.680,hit
1,0.271,0.630,hit
1,0.284,0.630,hit
1,0.228,0.630,strikeout
1,0.197,0.670,hit
1,0.293,0.670,hit
2,0.207,0.630,strikeout
2,0.271,0.630,hit
2,0.272,0.670,hit
2,0.252,0.670,walk
2,0.274,0.670,hit
3,0.284,0.630,hit
3,0.280,0.670,strikeout
3,0.197,0.670,hit
4,0.228,0.630,hit
4,0.207,0.630,walk
4,0.293,0.670,hit
4,0.272,0.670,hit
4,0.252,0.670,hit
4,0.274,0.670,hit
5,0.271,0.630,hit
5,0.284,0.630,strikeout
5,0.233,0.650,hit
5,0.280,0.670,strikeout
6,0.207,0.650,strikeout
6,0.271,0.650,hit
6,0.272,0.640,hit
6,0.252,0.640,hit
6,0.274,0.640,walk
7,0.284,0.650,strikeout
7,0.235,0.630,hit
7,0.197,0.690,walk
7,0.280,0.690,hit
7,0.293,0.690,hit
7,0.272,0.690,hit
8,0.233,0.630,strikeout
8,0.194,0.620,hit
8,0.207,0.620,hit
8,0.252,0.690,strikeout
8,0.274,0.690,hit
9,0.271,0.620,strikeout
9,0.284,0.620,strikeout
9,0.197,0.590,strikeout
9,0.280,0.590,hit
9,0.293,0.590,hit
9,0.272,0.590,hit
10,0.252,0.640,hit
10,0.274,0.640,hit
1,0.217,0.660,hit
1,0.278,0.660,hit
1,0.256,0.660,hit
1,0.215,0.660,hit
1,0.293,0.640,hit
1,0.272,0.640,hit
1,0.252,0.640,hit
2,0.128,0.660,hit
2,0.211,0.660,hit
2,0.197,0.640,strikeout
2,0.274,0.640,hit
3,0.221,0.660,hit
3,0.217,0.660,strikeout
3,0.293,0.640,hit
3,0.272,0.640,hit
3,0.252,0.640,hit
4,0.278,0.660,hit
4,0.256,0.660,strikeout
4,0.215,0.660,strikeout
4,0.197,0.640,hit
4,0.274,0.640,strikeout
5,0.128,0.660,hit
